1.114988662	1
1.718004535	2
2.368004535	3
3.041995464	1
3.714988662	2
4.389002267	3
5.084988662	1
5.735011337	2
6.409002267	3
7.081995464	1
7.731995464	2
8.406009070	3
8.766009070	1
9.445011337	2
10.118004535	3
10.786009070	4
11.447006802	1
12.109002267	2
12.759002267	3
13.409002267	4
14.064988662	1
14.720997732	2
15.377006802	3
16.039002267	4
16.707006802	1
17.373990929	2
18.041995464	3
18.703990929	4
19.360000000	1
20.020997732	2
20.689002267	3
21.357006802	4
22.023990929	1
22.686009070	2
23.336009070	3
23.991995464	4
24.653990929	1
25.310000000	2
25.970997732	3
26.639002267	4
27.307006802	1
27.962993197	2
28.619002267	3
29.280000000	4
29.941995464	1
30.603990929	2
31.260000000	3
31.916009070	4
32.578004535	1
33.244988662	2
33.912993197	3
34.586009070	4
35.259002267	1
35.932993197	2
36.606009070	3
37.284988662	4
37.959002267	1
38.626009070	2
39.300000000	3
39.972993197	4
40.647006802	1
41.313990929	2
41.981995464	3
42.655011337	4
43.322993197	1
43.983990929	2
44.651995464	3
45.325011337	4
45.992993197	1
46.655011337	2
47.316009070	3
47.983990929	4
48.657006802	1
49.319002267	2
49.975011337	3
50.630997732	4
51.292993197	1
51.960000000	2
52.628004535	3
53.300997732	4
53.975011337	1
54.648004535	2
55.316009070	3
55.977006802	4
56.639002267	1
57.300997732	2
57.969002267	3
58.641995464	4
59.320997732	1
59.989002267	2
60.645011337	3
61.300997732	4
61.961995464	1
62.623990929	2
63.280000000	3
63.930000000	4
64.586009070	1
65.253990929	2
65.920997732	3
66.582993197	4
67.245011337	1
67.918004535	2
68.591995464	3
69.265011337	4
69.938004535	1
70.606009070	2
71.273990929	3
71.940997732	4
72.609002267	1
73.276009070	2
73.943990929	3
74.617006802	4
75.284988662	1
75.951995464	2
76.620000000	3
77.288004535	4
77.960997732	1
78.633990929	2
79.308004535	3
79.980997732	4
80.655011337	1
81.333990929	2
82.019002267	3
82.703990929	4
83.382993197	1
84.050000000	2
84.718004535	3
85.380000000	4
86.041995464	1
86.720997732	2
87.400000000	3
88.072993197	4
88.747006802	1
89.420000000	2
90.099002267	3
90.778004535	4
91.451995464	1
92.130997732	2
92.816009070	3
93.495011337	4
94.173990929	1
94.852993197	2
95.527006802	3
96.206009070	4
96.890997732	1
97.563990929	2
98.231995464	3
98.910997732	4
99.590000000	1
100.258004535	2
100.930997732	3
101.616009070	4
102.300997732	1
102.969002267	2
103.630997732	3
104.303990929	4
104.977006802	1
105.657006802	2
106.336009070	3
107.009002267	4
107.681995464	1
108.350000000	2
109.018004535	3
109.685011337	4
110.352993197	1
111.020000000	2
111.688004535	3
112.360997732	4
113.034988662	1
113.701995464	2
114.370000000	3
115.037006802	4
115.699002267	1
116.360997732	2
117.017006802	3
117.660997732	4
118.310997732	1
118.972993197	2
119.640997732	3
120.308004535	4
120.981995464	1
121.655011337	2
122.322993197	3
122.996009070	4
123.669002267	1
124.337006802	2
125.004988662	3
125.678004535	4
126.357006802	1
127.036009070	2
127.710000000	3
128.377006802	4
129.039002267	1
129.707006802	2
130.373990929	3
131.041995464	4
131.715011337	1
132.382993197	2
133.044988662	3
133.694988662	4
134.339002267	1
134.995011337	2
135.662993197	3
136.336009070	4
137.009002267	1
137.677006802	2
138.339002267	3
138.995011337	4
139.650997732	1
140.318004535	2
140.980000000	3
141.636009070	4
142.319387755	1
142.956553287	2
143.616326530	3
144.293877551	4
144.979591836	1
145.664580498	2
146.335056689	3
