1.985011337	1
3.019002267	2
3.923990929	3
4.782993197	4
5.653990929	1
6.512993197	2
7.371995464	3
8.230997732	4
9.149002267	1
9.996009070	2
10.843990929	3
11.680000000	4
12.539002267	1
13.420997732	2
14.244988662	3
15.128004535	4
16.068004535	1
16.800000000	2
17.659002267	3
18.599002267	4
19.411995464	1
20.282993197	2
21.141995464	3
21.966009070	4
22.801995464	1
23.614988662	2
24.439002267	3
25.274988662	4
26.121995464	1
26.958004535	2
27.840997732	3
28.746009070	4
29.605011337	1
30.476009070	2
31.335011337	3
32.136009070	4
33.007006802	1
33.866009070	2
34.725011337	3
35.527006802	4
35.851995464	1
36.316009070	2
36.780000000	3
37.244988662	4
37.731995464	1
38.208004535	2
38.696009070	3
39.171995464	4
39.660000000	1
40.159002267	2
40.647006802	3
41.122993197	4
41.599002267	1
42.086009070	2
42.561995464	3
43.038004535	4
43.502993197	1
43.996009070	2
44.507006802	3
44.982993197	4
45.467006802	1
45.968004535	2
46.441995464	3
46.886009070	4
47.370000000	1
47.822993197	2
48.326009070	3
48.803990929	4
49.284988662	1
49.740000000	2
50.227006802	3
50.677006802	4
51.156009070	1
51.626009070	2
52.094988662	3
52.590000000	4
53.071995464	1
53.582993197	2
54.060997732	3
54.540997732	4
54.990000000	1
55.432993197	2
55.872993197	3
56.331995464	1
56.819002267	2
57.295011337	3
57.782993197	4
58.281995464	1
58.770000000	2
59.257006802	3
59.744988662	4
60.220997732	1
60.685011337	2
61.150000000	3
61.626009070	4
62.101995464	1
62.578004535	2
63.053990929	3
63.540997732	4
64.029002267	1
64.504988662	2
64.969002267	3
65.444988662	4
65.932993197	1
66.420997732	2
66.920000000	3
67.419002267	4
67.918004535	1
68.406009070	2
68.893990929	3
69.392993197	1
69.891995464	2
70.380000000	3
70.867006802	4
71.355011337	1
71.853990929	2
72.352993197	3
72.829002267	4
73.305011337	1
73.792993197	2
74.269002267	3
74.745011337	4
75.232993197	1
75.720000000	2
76.208004535	3
76.683990929	4
77.182993197	1
77.659002267	2
78.147006802	3
78.622993197	4
79.099002267	1
79.575011337	2
80.039002267	3
80.515011337	4
80.990997732	1
81.490000000	2
81.978004535	3
82.466009070	4
82.952993197	1
83.440997732	2
83.940000000	3
84.428004535	4
84.927006802	1
85.426009070	2
85.913990929	3
86.400997732	1
86.889002267	2
87.364988662	3
87.840997732	4
88.329002267	1
88.816009070	2
89.291995464	3
89.768004535	4
90.243990929	1
90.720000000	2
91.196009070	3
91.671995464	4
92.148004535	1
92.612993197	2
93.077006802	3
93.552993197	4
94.029002267	1
94.493990929	2
94.970000000	3
95.446009070	4
95.921995464	1
96.398004535	2
96.885011337	3
97.383990929	4
97.860000000	1
98.336009070	2
98.823990929	3
99.300000000	4
99.799002267	1
100.287006802	2
100.775011337	3
101.273990929	4
101.772993197	1
102.260997732	2
102.737006802	3
103.212993197	4
103.711995464	1
104.222993197	2
104.699002267	3
105.198004535	4
105.686009070	1
106.150000000	2
106.626009070	3
107.125011337	4
107.623990929	1
108.147006802	2
108.635011337	3
109.110997732	4
109.610000000	1
110.097006802	2
110.572993197	3
111.072993197	4
111.560000000	1
112.048004535	2
112.523990929	3
113.000000000	4
113.488004535	1
113.987006802	2
114.473990929	3
114.961995464	1
115.450000000	2
115.926009070	3
116.412993197	4
116.911995464	1
117.377006802	2
117.840997732	3
118.317006802	4
118.792993197	1
119.269002267	2
119.745011337	3
120.210000000	4
120.686009070	1
121.150000000	2
121.613990929	3
122.101995464	4
122.590000000	1
123.077006802	2
123.564988662	3
124.052993197	4
124.551995464	1
125.039002267	2
125.515011337	3
126.002993197	1
126.513990929	2
127.001995464	3
127.489002267	4
127.977006802	1
128.440997732	2
128.917006802	3
129.392993197	4
129.869002267	1
130.357006802	2
130.820997732	3
131.297006802	4
131.772993197	1
132.249002267	2
132.713990929	3
133.190000000	4
133.666009070	1
134.141995464	2
134.618004535	3
135.093990929	4
135.570000000	1
136.046009070	2
136.510000000	3
136.986009070	4
137.461995464	1
137.972993197	2
138.495011337	3
139.006009070	4
139.517006802	1
140.004988662	2
140.491995464	3
140.980000000	4
141.468004535	1
141.955011337	2
142.453990929	3
142.930000000	1
143.418004535	2
143.893990929	3
144.370000000	4
144.846009070	1
145.321995464	2
145.798004535	3
146.273990929	4
146.750000000	1
147.213990929	2
147.679002267	3
148.155011337	4
148.608004535	1
149.083990929	2
149.560000000	3
150.036009070	4
150.534988662	1
151.022993197	2
151.499002267	3
151.974988662	4
152.461995464	1
152.950000000	2
153.449002267	3
153.948004535	4
154.459002267	1
154.922993197	2
155.388004535	3
155.863990929	4
156.317006802	1
156.758004535	2
157.210997732	3
157.640000000	4
158.070000000	1
158.499002267	2
158.917006802	3
159.323990929	4
159.730000000	1
160.148004535	2
160.542993197	3
160.937006802	4
161.331995464	1
161.727006802	2
162.121995464	3
162.516009070	4
162.900000000	1
163.293990929	2
163.677006802	3
164.060997732	4
164.443990929	1
164.827006802	2
165.221995464	3
165.616009070	4
166.010997732	1
166.406009070	2
166.800000000	3
167.183990929	4
167.567006802	1
167.950000000	2
168.332993197	3
168.716009070	4
169.099002267	1
169.493990929	2
169.877006802	3
170.260000000	4
170.642993197	1
171.038004535	2
171.420997732	3
171.803990929	4
172.176009070	1
172.559002267	2
172.941995464	3
173.324988662	4
173.708004535	1
174.080000000	2
174.450997732	3
174.835011337	4
175.218004535	1
